30317811000001101|||421552005||Alendronic acid 70mg effervescent tablets sugar free||0001||||||0001|0001||||||1|1|428673006|428673006
30318411000001104|||30320611000001109||Empagliflozin 5mg / Metformin 850mg tablets||0007||||||0001|||||||1|1|428673006|428673006
30318311000001106|||30320611000001109||Empagliflozin 5mg / Metformin 1g tablets||0007||||||0001|||||||1|1|428673006|428673006
30318211000001103|||30320611000001109||Empagliflozin 12.5mg / Metformin 850mg tablets||0007||||||0001|||||||1|1|428673006|428673006
30318111000001109|||30320611000001109||Empagliflozin 12.5mg / Metformin 1g tablets||0007||||||0001|||||||1|1|428673006|428673006
30301111000001103|||421451000||Manganese citrate 5mg tablets||0007||||||0001|||||||1|1|428673006|428673006
30294111000001105|||30294511000001101||Magnesium amino acids chelate 133mg tablets||0007||||||0001|||||||1|1|428673006|428673006
30294611000001102|||19678211000001104||Etilefrine 25mg tablets||0001||||||0001|||||||1|1|428673006|428673006
30295411000001104|||30295811000001102||N,N-Dimethylglycine 125mg tablets||0007||||||0001|||||||1|1|428673006|428673006
30232111000001108|||||Sterile subcutaneous drug delivery device 61cm tubing 6mm inserter/retractor||0007||||||0004|||||||3|||
30232811000001101|||||Sterile subcutaneous drug delivery device 79cm tubing 6mm inserter/retractor||0007||||||0004|||||||3|||
30232911000001106|||||Sterile subcutaneous drug delivery device 107cm tubing 6mm inserter/retractor||0007||||||0001|||||||3|||
30233411000001107|||||Sterile subcutaneous drug delivery device 61cm tubing 9mm inserter/retractor||0007||||||0001|||||||3|||
30233811000001109|||||Sterile subcutaneous drug delivery device 79cm tubing 9mm inserter/retractor||0007||||||0001|||||||3|||
30234211000001106|||||Sterile subcutaneous drug delivery device 107cm tubing 9mm inserter/retractor||0007||||||0001|||||||3|||
30318011000001108|||419143009||Diclofenac 140mg medicated plasters||0001||||||0001|||||||1|1|3320711000001102|3320711000001102
30318611000001101|||||Generic Savlon Dual Action gel||0007||||||0004|||||||2|||
30319211000001108|||108725001||Palivizumab 50mg/0.5ml solution for injection vials||0001||||||0001|||||||1|.5|258773002|415818006
30319111000001102|||108725001||Palivizumab 100mg/1ml solution for injection vials||0001||||||0001|||||||1|1|258773002|415818006
30317911000001106|||||Camellia sinensis extract 10% ointment||0007||||||0001|||||||2|||
30318711000001105|||||Generic Supressi oral liquid||0007||||||0004||0001|||||3|||
30248811000001103|||30249211000001109||Patent blue V 2.5% solution for injection 2ml ampoules||0007||||||0001|||||||1|2|258773002|413516001
30251811000001106|||108575001||Lisinopril 5mg/5ml oral solution sugar free||0001||||||0001|0001||||||2|||
30251911000001101|||30250511000001101||Atazanavir 300mg / Cobicistat 150mg tablets||0007||||||0001|||||||1|1|428673006|428673006
30207211000001108|||30207611000001105||Cangrelor 50mg powder for solution for injection vials||0001||||||0001|||||||1|1|415818006|415818006
30196911000001102|||407038000||Atomoxetine 4mg/1ml oral solution sugar free||0001||||||0001|0001||||||2|||
30197011000001103|||30200311000001101||Naloxegol 12.5mg tablets||0001||||||0001|||||||1|1|428673006|428673006
30197111000001102|||30200311000001101||Naloxegol 25mg tablets||0001||||||0001|||||||1|1|428673006|428673006
30188011000001103|||||Disodium hydrogen phosphate 6mmol/10ml solution for injection vials|Disodium hydrogen phosphate 6mmol/10ml inj vials|0007||||||0001|||||||1|10|258773002|415818006
30137411000001102|||442790008||Levosimendan 12.5mg/5ml solution for infusion vials||0001||||||0001|||||||1|5|258773002|415818006
30077411000001108|||16858004||Urea 40% ointment||0007||||||0001|||||||2|||
30104411000001104|||46741005||Salicylic acid 5% in Hydrous ointment||0007||||||0001|||||||2|||
30104211000001103|||46741005||Salicylic acid 20% in Hydrous ointment||0007||||||0001|||||||2|||
30104311000001106|||46741005||Salicylic acid 20% in Yellow soft paraffin||0007||||||0001|||||||2|||
30103711000001108|||6071000||Coal tar 5% in White soft paraffin||0007||||||0001|||||||2|||
30103511000001103|||6071000||Coal tar 5% in Hydrous ointment||0007||||||0001|||||||2|||
30103411000001102|||6071000||Coal tar 10% in White soft paraffin||0007||||||0001|||||||2|||
30103311000001109|||6071000||Coal tar 10% in Hydrous ointment||0007||||||0001|||||||2|||
29957311000001109|||||Soft silicone wound contact dressing with polyurethane foam film backing sterile and silicone adhesive border 23cm x 26cm||0007||||||0004|||||||3|||
29977311000001106|||||Soft polymer wound contact dressing 10cm x 30cm||0007||||||0004|||||||3|||
29967511000001108|||||Generic KerraMaxCare dressing 5cm x 5cm square||0007||||||0004|||||||3|||
29968011000001104|||||Generic KerraMaxCare dressing 20cm x 50cm rectangular||0007||||||0004|||||||3|||
29968611000001106|||||Generic KerraMaxCare Multisite dressing 21cm x 23cm||0007||||||0004|||||||3|||
30103211000001101|||320933002||Carbocisteine 750mg/10ml oral solution 10ml sachets sugar free||0001||||||0001|0001||||||1|10|258773002|3318911000001109
30104111000001109|||116523008||Melatonin 3mg modified-release tablets||0007||||||0001|||||||1|1|428673006|428673006
30103811000001100|||30068311000001106||Esketamine hydrochloride 25mg/5ml solution for injection ampoules||0001||||||0001|||||||1|5|258773002|413516001
30103911000001105|||30068311000001106||Esketamine hydrochloride 50mg/2ml solution for injection ampoules||0001||||||0001|||||||1|2|258773002|413516001
30033011000001108|||30037111000001101||Pembrolizumab 50mg powder for solution for infusion vials||0001||||||0001|||||||1|1|415818006|415818006
29987211000001108|||29987611000001105||Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free|Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln|0001||||||0001||||0001|||1|1|3317411000001100|3317411000001100
29981011000001108|||||Escherichia coli capsules||0007||||||0004|||||||1|1|428641000|428641000
29951011000001101|||80906007||Ciclosporin 0.1% eye drops 0.3ml unit dose||0001||||||0001|||||||1|.3|258773002|3319711000001103
29951311000001103|||57752001||Gentamicin 80mg/80ml infusion bags||0001||||||0001|||||||1|80|258773002|428672001
